seller,product_url,commercial_residential,breadth,sub_category,pallet_quantity,thickness,description,created_at,container_quantity,taxonomy,purl,title,cell,manufacturer,cell_technology,ledger_alias,min_wattage,updated_at,product_id,variant,wattage_per_panel,dimension_or_size,sku,channel_name,product_document,image_url,max_wattage,weight,data_source_type,handle,data_source,enable_purl,seller_alias,name,category,frame,module_per_pallet,module_per_container,protection,price,feature_products,max_price,min_price,operating_range_min,efficiency,peak_output_power,operating_range_max,communication_type,is_inventory,color
Inxeption Marketplace,,Residential,996,Solar Panels,30.0 / pallet,35,<h3>JAM60S10 -320/MR</h3><h3><span style='color:#000'>Product Description</span></h3>Higher output power . Lower LCOE . Less shading and lower resistive loss . Better mechanical loading tolerance.,2023-11-09T08:37:37Z,,Solar & Energy Storage >> Solar Panels >> ,https://inxeptionmarketplace-crate.inxeption.com/purl/inxeptionenergymarketplace-mono-340w-mbb-half-cell-module-320-340-watt-320w-,,120,JA Solar,Monocrystalline,inxeptionmarketplace-app,320,2023-11-09T08:37:37Z,cldc0y2ghek910872itb5fg5s,,320,1689,JAM60S10 -320/MR,inxeptionenergymarketplace,https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/256fbc50-9241-48b0-a6bd-b58f3c04d8a9/Mono%20340W%20MBB%20Half-Cell%20Module%20-%20320%20-%20340%20Watt%20%28320W%29_data.pdf,['https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/c23b776f-cb3c-4d45-9b5b-3f999a394fab/Mono%20340W%20MBB%20Half-Cell%20Module%20-%20320%20-%20340%20Watt%20%28320W%29_img.jpg'],320,18.7,Products,inxeptionenergymarketplace-mono-340w-mbb-half-cell-module-320-340-watt-320w-,https://inxeptionmarketplace-app.inxeption.io,TRUE,inxeptionmarketplace-app,Mono 340W MBB Half-Cell Module - 320 - 340 Watt (320W),Solar & Energy Storage,,,,,,,,,,,,,,,
Inxeption Marketplace,,Residential,996,Solar Panels,31.0 / pallet,35,<h3>JAM60S10 -345/MR</h3><h3><span style='color:#000'>Product Description</span></h3>Higher output power . Lower LCOE . Less shading and lower resistive loss . Better mechanical loading tolerance.,2023-11-09T08:37:37Z,,Solar & Energy Storage >> Solar Panels >> ,https://inxeptionmarketplace-crate.inxeption.com/purl/inxeptionenergymarketplace-mono-350w-mbb-half-cell-module-330-350-watt-345w-,,120,JA Solar,Monocrystalline,inxeptionmarketplace-app,345,2023-11-09T08:37:37Z,cldc0y1gvek0z0872d69tvjg0,,345,1689,JAM60S10 -345/MR,inxeptionenergymarketplace,https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/39dd722c-883d-4a69-acb7-9b644235487b/Mono%20350W%20MBB%20Half-Cell%20Module%20-%20330%20-%20350%20Watt%20%28345W%29_data.pdf,['https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/813c2734-3bce-48a9-8a82-a43c92deb629/Mono%20350W%20MBB%20Half-Cell%20Module%20-%20330%20-%20350%20Watt%20%28345W%29_img.jpg'],345,18.7,Products,inxeptionenergymarketplace-mono-350w-mbb-half-cell-module-330-350-watt-345w-,https://inxeptionmarketplace-app.inxeption.io,TRUE,inxeptionmarketplace-app,Mono 350W MBB Half-Cell Module - 330 - 350 Watt (345W),Solar & Energy Storage,,,,,,,,,,,,,,,
Inxeption Marketplace,,Commercial,1134,Solar Panels,36.0 / pallet,30,<h3>JKM540M-72HL4-BDVP</h3><h3><span style='color:#000'>Product Description</span></h3>Multi Busbar Technology. Better light trapping and current collection to improve module power output and reliability. Reduced Hot Spot Loss. Optimized electrical design and lower operating current for reduced hot spot loss and better temperature coefficient. PID Resistance. Excellent Anti-PID performance guarantee via optimized mass-production process and materials control. Durability Against Extreme Environmental Conditions.High salt mist and ammonia resistance. Enhanced Mechanical Load. Certified to withstand: wind load (2400 Pascal) and snow load (5400 Pascal).,2023-11-09T08:37:37Z,720 / 40ft HQ Container,Solar & Energy Storage >> Solar Panels >> ,https://inxeptionmarketplace-crate.inxeption.com/purl/inxeptionenergymarketplace-tiger-pro-72hc-bdvp-530-550-watt-bifacial-module-with-dual-glass-540w-,,144,Jinko Solar,Monocrystalline,inxeptionmarketplace-app,540,2023-11-09T08:37:37Z,cldc0y084ejsj0872sfub0iyu,,540,2278,JKM540M-72HL4-BDVP,inxeptionenergymarketplace,https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/3336f3f4-92b7-494d-8093-e7774ffd3b40/Tiger%20Pro%2072HC-BDVP.%20530-550%20Watt.%20Bifacial%20Module%20with%20Dual%20Glass%20%28540W%29_data.pdf,['https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/de15b6b1-ff08-434b-90ba-e13d1d1827c7/Tiger%20Pro%2072HC-BDVP.%20530-550%20Watt.%20Bifacial%20Module%20with%20Dual%20Glass%20%28540W%29_img.jpg'],540,14.51,Products,inxeptionenergymarketplace-tiger-pro-72hc-bdvp-530-550-watt-bifacial-module-with-dual-glass-540w-,https://inxeptionmarketplace-app.inxeption.io,TRUE,inxeptionmarketplace-app,Tiger Pro 72HC-BDVP. 530-550 Watt. Bifacial Module with Dual Glass (540W),Solar & Energy Storage,Anodized Aluminum Alloy,,,,,,,,,,,,,,
Inxeption Marketplace,,Residential,989,Solar Panels,,40,<h3>ASM6610M Series - 305</h3><h3><span style='color:#000'>Product Description</span></h3>With innovative 5-busbar Monocrystalline PERC cell. Improved reliability. Increased efficiency through reduced series resistance. Highest module efficiency for optimal roof utilisation.,2023-11-09T08:37:37Z,,Solar & Energy Storage >> Solar Panels >> ,https://inxeptionmarketplace-crate.inxeption.com/purl/inxeptionenergymarketplace-monocrystalline-high-power-solar-module-penta-premium-295-310-watt-305w-,,60,Astronergy,Monocrystalline PERC,inxeptionmarketplace-app,305,2023-11-09T08:37:37Z,cldc04odneiaq0872dv8zgww4,,305,1654,ASM6610M Series - 305,inxeptionenergymarketplace,https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/06441a78-4a75-4cf3-8091-b0f761351a35/Monocrystalline%20high%20power%20solar%20module%20-%20PENTA%2B%20Premium-%20295%20-%20310%20Watt%20%28305W%29_data.pdf,['https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/8c9b6c71-7d8c-4a84-9988-f058dea84d27/Monocrystalline%20high%20power%20solar%20module%20-%20PENTA%2B%20Premium-%20295%20-%20310%20Watt%20%28305W%29_img.jpg'],305,18.2,Products,inxeptionenergymarketplace-monocrystalline-high-power-solar-module-penta-premium-295-310-watt-305w-,https://inxeptionmarketplace-app.inxeption.io,TRUE,inxeptionmarketplace-app,Monocrystalline high power solar module - PENTA+ Premium- 295 - 310 Watt (305W),Solar & Energy Storage,Aluminum,,,,,,,,,,,,,,
Inxeption Marketplace,,Commercial,1134,Solar Panels,36.0 / pallet,30,"<h3>STP420S-C54/Nshb</h3><h3><span style='color:#000'>Product Description</span></h3>High module conversion efficiency . Module efficiency up to 22.6% achieved through advancedcell technology and manufacturing process.. Lower operating temperature. Lower operating temperatureand temperature coefficient increases the power output.. Suntech current sorting process. Up to 2%power loss caused by current mismatch could be diminished by current sorting technique to maximize system power utput.. Extended wind and snow load tests. Module certified to withstand extreme wind (2400 Pascal) and snow loads (5400 Pascal) *.. Excellent weak light performance. More power output in weak light condition, such as cloudy, morning and sunset.. Withstanding harsh environment. Reliable quality leads to a better sustainability even in harsh environment like desert, farm and coastline<br/>",2023-11-09T08:37:37Z,936 / 40ft HQ Container,Solar & Energy Storage >> Solar Panels >> ,https://inxeptionmarketplace-crate.inxeption.com/purl/inxeptionenergymarketplace-ultra-v-pro-mini-half-cell-n-type-topcon-monofacial-module-410-430-watt-420w-,,108,Suntech Power,Monocrystalline,inxeptionmarketplace-app,420,2023-11-09T08:37:37Z,cldc04mxkehyf08723qaam2nn,,420,1722,STP420S-C54/Nshb,inxeptionenergymarketplace,https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/1838391e-28d9-4db6-9e81-4a515ab9f6e8/Ultra%20V%20Pro%20mini%20Half-cell%20N-Type%20TOPCon%20Monofacial%20Module%20-%20410%20-%20430%20Watt%20%28420W%29_data.pdf,['https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/5617850f-c5c0-49f1-b8ae-6bd2f02a70ce/Ultra%20V%20Pro%20mini%20Half-cell%20N-Type%20TOPCon%20Monofacial%20Module%20-%20410%20-%20430%20Watt%20%28420W%29_img.jpeg'],420,21,Products,inxeptionenergymarketplace-ultra-v-pro-mini-half-cell-n-type-topcon-monofacial-module-410-430-watt-420w-,https://inxeptionmarketplace-app.inxeption.io,TRUE,inxeptionmarketplace-app,Ultra V Pro mini Half-cell N-Type TOPCon Monofacial Module - 410 - 430 Watt (420W),Solar & Energy Storage,,,,,,,,,,,,,,,
Inxeption Marketplace,,Commercial,1134,Solar Panels,36.0 / pallet,30,"<h3>STP575S-C72/Nsh+</h3><h3><span style='color:#000'>Product Description</span></h3>High module conversion efficiency . Module efficiency up to 22.5% achieved through advancedcell technology and manufacturing process.. Lower operating temperature. Lower operating temperatureand temperature coefficient increases the power output.. Suntech current sorting process. Up to 2%power loss caused by current mismatch could be diminished by current sorting technique to maximize system power utput.. Extended wind and snow load tests. Module certified to withstand extreme wind (2400 Pascal) and snow loads (5400 Pascal) *.. Excellent weak light performance. More power output in weak light condition, such as cloudy, morning and sunset+.. Withstanding harsh environment. Reliable quality leads to a better sustainability even in harsh environment like desert, farm and coastline.",2023-11-09T08:37:37Z,720 / 40ft HQ Container,Solar & Energy Storage >> Solar Panels >> ,https://inxeptionmarketplace-crate.inxeption.com/purl/inxeptionenergymarketplace-ultra-v-pro-half-cell-n-type-topcon-bifacial-module-560-580-watt-575w-,,144,Suntech Power,Monocrystalline,inxeptionmarketplace-app,575,2023-11-09T08:37:37Z,cldc04m4behq70872acaxzx11,,575,2278,STP575S-C72/Nsh+,inxeptionenergymarketplace,https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/b199c9b3-8d2d-4b7e-b7bd-084edfeb7c9a/Ultra%20V%20Pro%20Half-cell%20N-Type%20TOPCon%20Bifacial%20Module%20-%20560%20-%20580%20Watt%20%28575W%29_data.pdf,['https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/a5353826-48fe-4213-be3e-327460f97d94/Ultra%20V%20Pro%20Half-cell%20N-Type%20TOPCon%20Bifacial%20Module%20-%20560%20-%20580%20Watt%20%28575W%29_img.jpg'],575,32,Products,inxeptionenergymarketplace-ultra-v-pro-half-cell-n-type-topcon-bifacial-module-560-580-watt-575w-,https://inxeptionmarketplace-app.inxeption.io,TRUE,inxeptionmarketplace-app,Ultra V Pro Half-cell N-Type TOPCon Bifacial Module - 560 - 580 Watt (575W),Solar & Energy Storage,,,,,,,,,,,,,,,
Inxeption Marketplace,,Commercial,1303,Solar Panels,31.0 / pallet,35,"<h3>TSM-DEG21C.20 - 660</h3><h3><span style='color:#000'>Product Description</span></h3>High customer value.  Lower LCOE (Levelized Cost Of Energy), reduced BOS (Balance of System) cost, shorter payback time.  Lowest guaranteed rst year and annual degradation.  Designed for compatibility with existing mainstream system components. High power up to 665W.  Up to 21.4% module eciency with high density interconnect technology.  Multi-busbar technology for better light trapping eect, lower series resistance and improved current collection. High reliability.  Minimized micro-cracks with innovative non-destructive cutting  technology.  Ensured PID resistance through cell process and module material  control.  Resistant to harsh environments such as salt, ammonia, sand, high temperature and high humidity areas.  Mechanical performance up to 5400 Pa positive load and 2400 Pa negative load. High energy yield.  Excellent IAM (Incident Angle Modier) and low irradiation performance, validated by 3rd party certications.  The unique design provides optimized energy production under inter-row shading conditions.  Lower temperature coecient (-0.34%) and operating temperature.  Up to 25% additional power gain from back side depending on albedo<br/><br/><h3><span style='color:#000'>Inxeption Energy Solutions</span></h3>Need assistance with a custom order? We can help you find the right solutions for your business. Request a quote or call us at <a href='tel: 1-888-852-4783'>888.852.4783</a> and select option 4.<br/><br/>To learn more about Inxeption Energy, visit <a href='https://energy.inxeption.com'>energy.inxeption.com</a>.<br/><br/>",2023-11-09T08:37:37Z,465 / 40ft HQ Container,Solar & Energy Storage >> Solar Panels >> ,https://inxeptionmarketplace-crate.inxeption.com/purl/inxeptionenergymarketplace-vertex-bifacial-dual-glass-moncosrystalline-module-640-665-watt-660w-,,132,Trina Solar,Monocrystalline,inxeptionmarketplace-app,660,2023-11-09T08:37:37Z,cldc04kfsehcg0872wwsauhru,,660,2384,TSM-DEG21C.20 - 660,inxeptionenergymarketplace,https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/f948ef82-de45-421a-8e7e-5c42c43f23ed/Vertex%20Bifacial%20Dual%20Glass%20Moncosrystalline%20Module%20%20-%20640%20-%20665%20Watt%20%28660W%29_data.pdf,['https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/69a1a35c-85f2-48c3-845e-5046815bd8cd/Vertex%20Bifacial%20Dual%20Glass%20Moncosrystalline%20Module%20%20-%20640%20-%20665%20Watt%20%28660W%29_img.jpeg'],660,38.7,Products,inxeptionenergymarketplace-vertex-bifacial-dual-glass-moncosrystalline-module-640-665-watt-660w-,https://inxeptionmarketplace-app.inxeption.io,TRUE,inxeptionmarketplace-app,Vertex Bifacial Dual Glass Moncosrystalline Module  - 640 - 665 Watt (660W),Solar & Energy Storage,Silver,,,,,,,,,,,,,,
Inxeption Marketplace,,Commercial,1134,Solar Panels,,35,"<h3>Q.PEAK DUO XL-G11 SERIES 570</h3><h3><span style='color:#000'>Product Description</span></h3>Bifacial energy yield gain of up to 20?% . Bifacial Q.ANTUM solar cells with zero gap cell layout make  efficient use of light shining on the module rear-side for  radically improved LCOE. . Low electricity generation costs . Q.ANTUM DUO Z combines cutting edge cell separation and  innovative wiring with Q.ANTUM Technology for higher yield  per surface area, lower BOS costs, higher power classes,  and an efficiency rate of up to 21.2%. . A reliable investment . Double glass module design enables extended lifetime with  12-year product warranty and improved 30-year performance  warranty1. . Enduring high performance . Long-term yield security with Anti LeTID Technology, Anti PID Technology2, Hot-Spot Protect. . Frame for versatile mounting options . High-tech aluminum alloy frame protects from damage,  enables use of a wide range of mounting structures and is  certified regarding IEC for high snow (5400?Pa) and wind  loads (2400?Pa). . Innovative all-weather technology . Optimal yields, whatever the weather with  excellent low-light and temperature behavior<br/>",2023-11-09T08:37:37Z,,Solar & Energy Storage >> Solar Panels >> ,https://inxeptionmarketplace-crate.inxeption.com/purl/inxeptionenergymarketplace-q-peak-duo-xl-g11-series-570-585-watt-570w-,,156,Q Cells,Monocrystalline,inxeptionmarketplace-app,570,2023-11-09T08:37:37Z,cldc02r8zeg260872upy09oq9,,570,2416,Q.PEAK DUO XL-G11 SERIES 570,inxeptionenergymarketplace,https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/853bee47-e1c3-461c-bed0-a3bb01daf26f/Q.PEAK%20DUO%20XL-G11%20SERIES%20-%20570%20-%20585%20Watt%20%28570W%29_data.pdf,['https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/d80bfe6d-9ff3-4a4a-9d94-33aad25a21bb/Q.PEAK%20DUO%20XL-G11%20SERIES%20-%20570%20-%20585%20Watt%20%28570W%29_img.jpg'],570,34.4,Products,inxeptionenergymarketplace-q-peak-duo-xl-g11-series-570-585-watt-570w-,https://inxeptionmarketplace-app.inxeption.io,TRUE,inxeptionmarketplace-app,Q.PEAK DUO XL-G11 SERIES - 570 - 585 Watt (570W),Solar & Energy Storage,Silver,,,,,,,,,,,,,,
Inxeption Marketplace,,Commercial,1048,Solar Panels,35.0 / pallet,30,"<h3>CS3W-435MB-AG</h3><h3><span style='color:#000'>Product Description</span></h3>More power. Up to 30% more power from the back side. 24 % higher front side power than conventional modules. Low NMOT: 41 x 3 xC Low temperature coefficient (Pmax): -0.34 % / xC. Better shading tolerance. More reliable. Minimizes micro-crack impacts. Lower internal current, wind load up to 3600 Pa.",2023-11-09T08:37:37Z,910 / 40ft HQ Container,Solar & Energy Storage >> Solar Panels >> ,https://inxeptionmarketplace-crate.inxeption.com/purl/inxeptionenergymarketplace-bihiku-435-460-watt-high-power-bifacial-monocrystalline-perc-435w-,,144,Canadian Solar,Monocrystalline,inxeptionmarketplace-app,435,2023-11-09T08:37:37Z,cldc02ot5ef9u0872jf0ngw7j,,435,2132,CS3W-435MB-AG,inxeptionenergymarketplace,https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/23c5f892-ffa1-49c5-a708-758998bc60e9/BiHiKu.%20435%20-%20460%20Watt.%20High%20Power%20Bifacial%20Monocrystalline%20PERC.%20%20%28435W%29_data.pdf,['https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/4652d2f1-89f0-42b8-803a-fddaada0ae20/BiHiKu.%20435%20-%20460%20Watt.%20High%20Power%20Bifacial%20Monocrystalline%20PERC.%20%20%28440W%29_img.jpg'],435,10.43,Products,inxeptionenergymarketplace-bihiku-435-460-watt-high-power-bifacial-monocrystalline-perc-435w-,https://inxeptionmarketplace-app.inxeption.io,TRUE,inxeptionmarketplace-app,BiHiKu. 435 - 460 Watt. High Power Bifacial Monocrystalline PERC.  (435W),Solar & Energy Storage,Silver,,,,,,,,,,,,,,
Inxeption Marketplace,,Residential,1002,Solar Panels,27.0 / pallet,40,"<h3>JKM400M-72HBL-V</h3><h3><span style='color:#000'>Product Description</span></h3>Superior Aesthetics. Black backsheet and black frame create ideal look for residential applications. Diamond Half-Cell Technology. World-record breaking efficient Monocrystalline PERC half-cells deliver high power in a small footprint. Thick and Tough. Fire Type 1 rated module engineered with a thick frame, 3.2mm front side glass, and thick backsheet for added durability. Shade Tolerant. Twin array design allows continued performance even with shading by trees or debris. Protected Against All Environments. Certified to withstand humidity, heat, rain, marine environments, wind, hailstorms, and packed snow. <br/>",2023-11-09T08:37:37Z,594 / 40ft HQ Container,Solar & Energy Storage >> Solar Panels >> ,https://inxeptionmarketplace-crate.inxeption.com/purl/inxeptionenergymarketplace-eagle-continental-380-400-watt-monocrystalline-perc-half-cell-module-400w-,,144,Jinko Solar,Monocrystalline PERC,inxeptionmarketplace-app,400,2023-11-09T08:37:37Z,cldc02mlbef1808724gn0pena,,400,2008,JKM400M-72HBL-V,inxeptionenergymarketplace,https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/7cec9b7e-89e9-4cc2-80ba-d1406aa1e3bc/Eagle%20Continental.%20380%20-%20400%20Watt.%20Monocrystalline%20PERC%20Half%20Cell%20Module.%20%28400W%29_data.pdf,['https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/26150211-ef17-44f0-a6ae-403262f5a9fe/Eagle%20Continental.%20380%20-%20400%20Watt.%20Monocrystalline%20PERC%20Half%20Cell%20Module.%20%28400W%29_img.jpg'],400,10.21,Products,inxeptionenergymarketplace-eagle-continental-380-400-watt-monocrystalline-perc-half-cell-module-400w-,https://inxeptionmarketplace-app.inxeption.io,TRUE,inxeptionmarketplace-app,Eagle Continental. 380 - 400 Watt. Monocrystalline PERC Half Cell Module. (400W),Solar & Energy Storage,Silver,,,,,,,,,,,,,,
Inxeption Marketplace,,Residential,1016,Solar Panels,,40,"<h3>LG NeON R Prime</h3><h3><span style='color:#000'>Product Description</span></h3>NeON R Prime is a powerful solar module that provides premium performance. The NeON R Prime incorporates a cell structure without electrodes on the front to decrease the possibility of shading and increase the potential for light absorption. Providing added value for the customer beyond efficiency, this module features a 25-year warranty, outstanding durability, solid performance in real-world conditions and aesthetic design suitable for roofs.",2023-11-09T08:37:37Z,,Solar & Energy Storage >> Solar Panels >> ,https://inxeptionmarketplace-crate.inxeption.com/purl/inxeptionenergymarketplace-lg-neon-r-prime-60-cell-monocrystalline-355-375-watt-370w-,,60,LG Solar,Monocrystalline,inxeptionmarketplace-app,370,2023-11-09T08:37:37Z,cldc01rh9eerr087227x7y6sp,,370,1700,LG NeON R Prime,inxeptionenergymarketplace,https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/00adade5-7872-43dd-a6dc-656c78e2eed2/LG+NeON+R+Prime+60+Cell++Monocrystalline+-+355+-+375+Watt+%28370W%29_data.pdf,['https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/c8f24c39-abe8-495d-bbd0-cd7e80312e3e/LG%20NeON%20R%20Prime%2060%20Cell%20%20Monocrystalline%20-%20355%20-%20375%20Watt%20%28370W%29_img.jpeg'],370,17.5,Products,inxeptionenergymarketplace-lg-neon-r-prime-60-cell-monocrystalline-355-375-watt-370w-,https://inxeptionmarketplace-app.inxeption.io,TRUE,inxeptionmarketplace-app,LG NeON R Prime 60 Cell  Monocrystalline - 355 - 375 Watt (370W),Solar & Energy Storage,,,,,,,,,,,,,,,
Inxeption Marketplace,,Commercial,1303,Solar Panels,31.0 / pallet,35,"<h3>RSM132-8-655M</h3><h3><span style='color:#000'>Product Description</span></h3>Global, Tier 1 bankable brand, with independently certified state-of-the-art automated manufacturing. Industry leading lowest thernal co-efficient of power. Industry leading 12 years product warranty. Excellent low irradiance performance. Excellent PID resistance. Positive power tolerance of 0~+3%. Dual stage 100% EL Inspection warranting defect-free product. Module Imp binning radically reduces string mismatch losses. Excellent wind load 2400Pa and snow load 5400Pa under certain installation method. Comprehensive product and system certification. IEC61215:2016; IEC61730-1/-2:2016;.  ISO 9001:2015 Quality Management System.  ISO 14001:2015 Environmental Management System.  ISO 45001:2018 Occupational Health and Safety  Management System<br/>",2023-11-09T08:37:37Z,558 / 40ft HQ Container,Solar & Energy Storage >> Solar Panels >> ,https://inxeptionmarketplace-crate.inxeption.com/purl/inxeptionenergymarketplace-rsm132-8-650m-670m-650-670-watt-655w-,,132,Risen Energy,Monocrystalline,inxeptionmarketplace-app,655,2023-11-09T08:37:37Z,cldc01qbaeefi0872psekoc2o,,655,2384,RSM132-8-655M,inxeptionenergymarketplace,https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/0a500d2e-2d48-41b7-9ac9-5776ec2e106d/RSM132-8-650M-670M%09-%20650%20-%20670%20Watt%20%28655W%29_data.pdf,['https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/e72db9d1-5c9a-4a5b-823a-bd6ec77a179a/RSM132-8-650M-670M%09-%20650%20-%20670%20Watt%20%28655W%29_img.jpeg'],655,36,Products,inxeptionenergymarketplace-rsm132-8-650m-670m-650-670-watt-655w-,https://inxeptionmarketplace-app.inxeption.io,TRUE,inxeptionmarketplace-app,RSM132-8-650M-670M,- 650 - 670 Watt (655W),Solar & Energy Storage,Silver,,,,,,,,,,,,,
Inxeption Marketplace,,Commercial,1303,Solar Panels,31.0 / pallet,35,"<h3>RSM132-8-665BMDG</h3><h3><span style='color:#000'>Product Description</span></h3>Global, Tier 1 bankable brand, with independently certified state-of-the-art automated manufacturing. Industry leading lowest thernal co-efficient of power. Industry leading 12 years product warranty. Excellent low irradiance performance. Excellent PID resistance. Positive power tolerance of 0~+3%. Dual stage 100% EL Inspection warranting defect-free product. Module Imp binning radically reduces string mismatch losses. Excellent wind load 2400Pa and snow load 5400Pa under certain installation method. Comprehensive product and system certification. IEC61215:2016; IEC61730-1/-2:2016;.  ISO 9001:2015 Quality Management System.  ISO 14001:2015 Environmental Management System.  ISO 45001:2018 Occupational Health and Safety  Management System<br/>",2023-11-09T08:37:37Z,558 / 40ft HQ Container,Solar & Energy Storage >> Solar Panels >> ,https://inxeptionmarketplace-crate.inxeption.com/purl/inxeptionenergymarketplace-rsm132-8-645bmdg-665bmdg-645-665-watt-665w-,,132,Risen Energy,Monocrystalline,inxeptionmarketplace-app,665,2023-11-09T08:37:37Z,cldc01phwee6y0872zzjn8hvo,,665,2384,RSM132-8-665BMDG,inxeptionenergymarketplace,https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/1ee27d4d-4552-46c8-927a-395ef05f5665/RSM132-8-645BMDG-665BMDG%20-%20645%20-%20665%20Watt%20%28665W%29_data.pdf,['https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/6fce806a-3582-4a20-9aa1-a5b3e502f372/RSM132-8-645BMDG-665BMDG%20-%20645%20-%20665%20Watt%20%28665W%29_img.jpeg'],665,41,Products,inxeptionenergymarketplace-rsm132-8-645bmdg-665bmdg-645-665-watt-665w-,https://inxeptionmarketplace-app.inxeption.io,TRUE,inxeptionmarketplace-app,RSM132-8-645BMDG-665BMDG - 645 - 665 Watt (665W),Solar & Energy Storage,Anodized Aluminum Alloy,,,,,,,,,,,,,,
Inxeption Marketplace,,Residential,1038,Solar Panels,30.0 / pallet,35,<h3>LR4-60HPB-365M</h3><h3><span style='color:#000'>Product Description</span></h3>Suitable for distributed projects. . Advanced module technology delivers superior module efficiency. M6 Gallium-doped wafer / 9-busbar Half-cut Cell. Excellent outdoor power generation performance. Aesthetic appearance with all black module design<br/>,2023-11-09T08:37:37Z,780 / 40ft HQ Container,Solar & Energy Storage >> Solar Panels >> ,https://inxeptionmarketplace-crate.inxeption.com/purl/inxeptionenergymarketplace-hi-mo-4m-355-375-watt-365w-,,120,LONGi,,inxeptionmarketplace-app,365,2023-11-09T08:37:37Z,cldc01m65eddt08722kndk35a,,365,1755,LR4-60HPB-365M,inxeptionenergymarketplace,https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/8d0e0b1a-52ca-4abe-9480-6e7a453ec57a/Hi-MO%204m%20-%20355%20-%20375%20Watt%20%28365W%29_data.pdf,['https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/16b388d7-c1d7-4288-91e3-47182f48008a/Hi-MO%204m%20-%20355%20-%20375%20Watt%20%28365W%29_img.jpg'],365,19.5,Products,inxeptionenergymarketplace-hi-mo-4m-355-375-watt-365w-,https://inxeptionmarketplace-app.inxeption.io,TRUE,inxeptionmarketplace-app,Hi-MO 4m - 355 - 375 Watt (365W),Solar & Energy Storage,Anodized Aluminum Alloy,,,,,,,,,,,,,,
Inxeption Marketplace,,Residential,1016,Solar Panels,,40,"<h3>LG NeON R Prime</h3><h3><span style='color:#000'>Product Description</span></h3>NeON R Prime is a powerful solar module that provides premium performance. The NeON R Prime incorporates a cell structure without electrodes on the front to decrease the possibility of shading and increase the potential for light absorption. Providing added value for the customer beyond efficiency, this module features a 25-year warranty, outstanding durability, solid performance in real-world conditions and aesthetic design suitable for roofs.",2023-11-09T08:37:37Z,,Solar & Energy Storage >> Solar Panels >> ,https://inxeptionmarketplace-crate.inxeption.com/purl/inxeptionenergymarketplace-lg-neon-r-prime-60-cell-monocrystalline-355-375-watt-355w-,,60,LG Solar,Monocrystalline,inxeptionmarketplace-app,355,2023-11-09T08:37:37Z,cldbzzxv8ecwa0872zul0kkfz,,355,1700,LG NeON R Prime,inxeptionenergymarketplace,https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/eb37ed74-04df-4fec-9471-6d054b10dc9f/LG+NeON+R+Prime+60+Cell++Monocrystalline+-+355+-+375+Watt+%28355W%29_data.pdf,['https://s3.amazonaws.com/prisma-oce.inxeption.io/ledger207/3bebea1f-6f41-4846-be49-d14995ff0260/LG%20NeON%20R%20Prime%2060%20Cell%20%20Monocrystalline%20-%20355%20-%20375%20Watt%20%28355W%29_img.jpeg'],355,17.5,Products,inxeptionenergymarketplace-lg-neon-r-prime-60-cell-monocrystalline-355-375-watt-355w-,https://inxeptionmarketplace-app.inxeption.io,TRUE,inxeptionmarketplace-app,LG NeON R Prime 60 Cell  Monocrystalline - 355 - 375 Watt (355W),Solar & Energy Storage,,,,,,,,,,,,,,,
